Product_Name,Total_Inventory_Value,Best_Selling_Mark,Discounted_Revenue
Apple,59.5,False,113.4
Canola Oil,57.5,False,149.04
Tilapia,392.0,False,409.5
Evaporated Milk,144.0,False,93.6
Mushrooms,409.5,False,306.18
Grapes,165.0,False,311.85
Onion,78.0,False,45.0
Pineapple,49.0,False,233.1
Carrot,111.0,False,122.85
Parmesan Cheese,749.7,False,396.27
Peach,188.0,False,129.6
Egg (Turkey),105.0,False,137.25
Tomato,80.0,False,180.0
Lettuce,176.0,False,45.0
Yogurt,140.0,False,64.58
Orange,108.0,False,67.5
Bread Flour,16.5,False,103.95
Peach,160.0,False,331.2
Bread Flour,94.5,False,74.25
Raw Sugar,135.0,False,108.0
Multigrain Bread,152.75,False,87.75
Digestive Biscuit,116.0,False,288.0
Peach,376.0,False,86.4
Mango,156.8,False,370.44
Plum,160.0,False,162.0
Egg (Goose),125.0,False,171.0
Cod,576.0,False,388.8
Pomegranate,132.0,False,221.4
Chocolate Biscuit,115.0,False,436.5
Halibut,700.0,False,1332.0
Cucumber,21.0,False,70.88
Cheddar Cheese,774.0,False,810.0
Mackerel,682.5,False,607.5
Evaporated Milk,46.0,False,122.4
Onion,196.0,False,82.8
Cherry,232.0,False,532.8
Coconut,160.0,False,171.0
Pear,378.0,False,259.2
Yogurt,150.5,False,130.72
Black Rice,68.2,False,273.42
Whole Wheat Flour,165.0,False,126.22
Whole Wheat Bread,203.0,False,308.7
Ricotta Cheese,384.0,False,297.0
Canola Oil,43.7,False,68.31
Cherry,344.0,False,194.4
Peanut Oil,152.0,False,147.6
Buttermilk,175.0,False,105.75
Asparagus,90.0,False,261.0
Brown Rice,115.0,False,108.0
Arabica Coffee,1599.0,False,1143.9
Canola Oil,121.9,False,171.81
Haddock,603.0,False,615.6
Egg (Chicken),7.2,False,12.24
Whole Wheat Flour,107.25,False,227.7
Sweet Potato,190.0,False,109.8
Almond Flour,114.0,False,478.8
Wild Rice,980.0,False,279.0
Jasmine Rice,237.5,False,222.3
Zucchini,245.0,False,108.0
Corn Oil,70.0,False,72.0
Cucumber,120.6,False,131.22
Onion,40.0,False,41.4
Trout,777.2,False,689.04
Egg (Quail),75.2,False,72.0
Black Tea,225.0,False,405.0
Anchovies,860.0,False,333.0
Wild Rice,702.0,False,447.52
Green Beans,65.1,False,103.95
Butter Biscuit,72.0,False,388.8
Gouda Cheese,497.0,False,485.1
Anchovies,640.0,False,441.0
Coconut Oil,445.0,False,409.5
Sesame Oil,325.0,False,310.05
Mango,265.0,False,184.5
Haddock,171.0,False,234.9
Broccoli,356.0,False,334.8
Cod,768.0,False,698.4
Parmesan Cheese,624.0,False,334.8
Sesame Oil,630.5,False,298.35
Halibut,1760.0,False,1656.0
Jasmine Rice,156.75,False,397.58
Jasmine Rice,465.5,False,218.02
Peach,180.0,False,302.4
White Rice,144.0,False,74.52
Halibut,1360.0,False,1350.0
Apricot,450.0,False,153.0
Trout,1068.0,False,1036.8
Cucumber,68.4,False,144.18
Green Beans,207.9,False,86.94
Powdered Sugar,158.4,False,64.8
Pomegranate,396.0,False,459.0
Bread Flour,96.0,False,44.55
Black Rice,108.0,False,459.0
Whole Wheat Flour,236.5,False,128.7
Black Tea,164.5,False,164.97
Green Beans,52.0,False,64.8
Parmesan Cheese,960.0,False,1080.0
Zucchini,157.5,False,78.75
Vanilla Biscuit,489.5,False,410.85
Sweet Potato,160.0,False,176.4
Vegetable Oil,82.0,False,99.0
Chocolate Biscuit,265.0,False,369.0
Haddock,549.0,False,275.4
Egg (Duck),70.0,False,85.5
Mango,365.0,False,225.0
Kale,240.0,False,75.6
Pomegranate,528.0,False,388.8
Cauliflower,237.5,False,110.25
Powdered Sugar,117.5,False,49.5
Mozzarella Cheese,168.0,False,365.4
Anchovies,930.0,False,729.0
Sunflower Oil,200.0,False,220.5
Apple,269.5,False,198.45
Green Beans,84.0,False,70.2
Egg (Turkey),230.0,False,175.5
Mushrooms,506.25,False,517.5
Jasmine Rice,218.5,False,153.9
Brown Rice,110.0,False,99.0
Multigrain Bread,133.0,False,141.75
Evaporated Milk,128.0,False,133.2
Long Grain Rice,56.55,False,26.1
White Bread,105.0,False,150.75
White Sugar,58.0,False,104.4
Cucumber,108.0,False,119.88
Parmesan Cheese,780.0,False,745.2
Bell Pepper,400.5,False,153.9
Corn Oil,125.0,False,63.0
Bell Pepper,423.0,False,178.2
Canola Oil,223.1,False,169.74
Digestive Biscuit,288.0,False,306.0
Cream,155.0,False,92.25
Apple,154.0,False,129.15
Peanut Oil,84.0,False,284.4
Coconut Sugar,455.0,False,216.0
Tuna,1566.0,False,356.4
Spinach,153.72,False,70.31
Carrot,91.5,False,35.1
Sweet Potato,98.0,False,174.6
Lemon,217.5,False,137.25
Multigrain Bread,302.25,False,163.8
Basmati Rice,244.75,False,148.18
Sour Cream,116.0,False,82.8
Egg (Chicken),12.6,False,12.06
Potato,50.4,False,46.44
Onion,148.0,False,174.6
Short Grain Rice,66.0,False,183.6
Egg (Chicken),16.6,False,16.92
Wild Rice,320.0,False,621.0
Apple,294.0,False,207.9
Plum,88.0,False,252.0
Peas,300.0,False,232.2
Cheddar Cheese,324.0,False,243.0
Halibut,280.0,False,1278.0
White Sugar,76.0,False,93.6
Eggplant,291.0,False,59.4
Green Tea,512.0,False,180.0
Lime,26.6,False,171.0
Avocado Oil,240.0,False,891.0
Tilapia,700.0,False,535.5
Jasmine Rice,294.5,False,132.52
Basmati Rice,319.5,False,243.0
Parmesan Cheese,456.0,False,378.0
Powdered Sugar,211.2,False,205.2
Sourdough Bread,180.0,False,218.7
Spinach,220.0,False,130.5
Cheddar Cheese,540.0,False,769.5
Cabbage,84.6,False,79.38
Avocado Oil,300.0,False,198.0
Papaya,85.5,False,368.55
